,Artist,Track,Genre,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Album_Name,Genres,Cluster
0,21 Savage,A Lot,,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624,4,21 Savage - I Am > I Was,Hip Hop,2
1,21 Savage,Bank Account,,5eqK0tbzUPo2SoeZsov04s,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,audio_features,5eqK0tbzUPo2SoeZsov04s,spotify:track:5eqK0tbzUPo2SoeZsov04s,https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s,https://api.spotify.com/v1/audio-analysis/5eqK0tbzUPo2SoeZsov04s,220307,4,21 Savage - Issa Album,Hip Hop,0
2,5 Seconds Of Summer,Youngblood,,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,5 Seconds Of Summer - Youngblood (R3HAB Remix),Electronic,0
3,5 Seconds Of Summer,Amnesia,,1JCCdiru7fhstOIF4N7WJC,0.572,0.499,2,-5.237,1,0.0311,0.0283,0.0,0.213,0.108,101.593,audio_features,1JCCdiru7fhstOIF4N7WJC,spotify:track:1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/tracks/1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/audio-analysis/1JCCdiru7fhstOIF4N7WJC,237248,4,5 Seconds Of Summer - Amnesia,Rock,2
4,5 Seconds Of Summer,She Looks So Perfect,,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,audio_features,1gugDOSMREb34Xo0c1PlxM,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM,202496,4,5 Seconds Of Summer - She Looks So Perfect,Rock,2
5,6ix9ine,Gummo,,2HBtd9MYDd2xDVu8Zc6pwt,0.691,0.771,10,-5.17,0,0.164,0.0511,0.0,0.135,0.673,78.463,audio_features,2HBtd9MYDd2xDVu8Zc6pwt,spotify:track:2HBtd9MYDd2xDVu8Zc6pwt,https://api.spotify.com/v1/tracks/2HBtd9MYDd2xDVu8Zc6pwt,https://api.spotify.com/v1/audio-analysis/2HBtd9MYDd2xDVu8Zc6pwt,157643,4,6IX9INE - Day69,Hip Hop,3
6,A Boogie Wit da Hoodie,Look Back At It,,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4,A Boogie Wit Da Hoodie - Look Back At It,Hip Hop,3
7,A Great Big World & Christina Aguilera,Say Something,,2HB1jDQn9hCojKIr6Yfhze,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,audio_features,2HB1jDQn9hCojKIr6Yfhze,spotify:track:2HB1jDQn9hCojKIr6Yfhze,https://api.spotify.com/v1/tracks/2HB1jDQn9hCojKIr6Yfhze,https://api.spotify.com/v1/audio-analysis/2HB1jDQn9hCojKIr6Yfhze,229400,3,A Great Big World And Christina Aguilera - Say Something,Pop,1
8,Adele,Hello,,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,audio_features,62PaSfnXSMyLshYJrlTuL3,spotify:track:62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/tracks/62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/audio-analysis/62PaSfnXSMyLshYJrlTuL3,295502,4,Adele (3) - Hello (Remixes),Electronic,3
9,Adele,Set Fire To The Rain ,,73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,73CMRj62VK8nUS4ezD2wvi,spotify:track:73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/tracks/73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/audio-analysis/73CMRj62VK8nUS4ezD2wvi,242974,4,Adele (3) - Set Fire To The Rain (The Remixes),Electronic,3
10,Adele,When We Were Young,,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,audio_features,7GgWAITsYJaRM3r50rfh5w,spotify:track:7GgWAITsYJaRM3r50rfh5w,https://api.spotify.com/v1/tracks/7GgWAITsYJaRM3r50rfh5w,https://api.spotify.com/v1/audio-analysis/7GgWAITsYJaRM3r50rfh5w,290900,4,Adele (3) - When We Were Young (Discotech Remixes),Electronic,2
11,Adele,Oh My God,,3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,audio_features,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/tracks/3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/audio-analysis/3Kkjo3cT83cw09VJyrLNwX,225149,4,Adele (3) - Oh My God,Funk,2
12,Adele,Send My Love (To Your New Lover),,0t7fVeEJxO2Xi4H2K5Svc9,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,audio_features,0t7fVeEJxO2Xi4H2K5Svc9,spotify:track:0t7fVeEJxO2Xi4H2K5Svc9,https://api.spotify.com/v1/tracks/0t7fVeEJxO2Xi4H2K5Svc9,https://api.spotify.com/v1/audio-analysis/0t7fVeEJxO2Xi4H2K5Svc9,223079,4,Adele (3) - Send My Love (To Your New Lover),Funk,3
13,Adele,Party Rock Anthem,,3fDuGQ56ungfK4IKkbw0od,0.363,0.75,7,-4.093,1,0.113,0.332,0.0,0.211,0.698,198.992,audio_features,3fDuGQ56ungfK4IKkbw0od,spotify:track:3fDuGQ56ungfK4IKkbw0od,https://api.spotify.com/v1/tracks/3fDuGQ56ungfK4IKkbw0od,https://api.spotify.com/v1/audio-analysis/3fDuGQ56ungfK4IKkbw0od,205500,4,Robyn Adele* - Vol. 4,Jazz,2
14,Adele,Easy On Me,,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,46IZ0fSY2mpAiktS3KOqds,spotify:track:46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695,4,Adele (3) - Easy On Me,Pop,1
15,Adele,Water Under The Bridge,,4jL6WWKFDqCOPo2hC3VhSS,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,audio_features,4jL6WWKFDqCOPo2hC3VhSS,spotify:track:4jL6WWKFDqCOPo2hC3VhSS,https://api.spotify.com/v1/tracks/4jL6WWKFDqCOPo2hC3VhSS,https://api.spotify.com/v1/audio-analysis/4jL6WWKFDqCOPo2hC3VhSS,240439,4,Adele (3) - Water Under The Bridge,Pop,3
16,Aerosmith,Dream On,,1xsYj84j7hUDDnTTerGWlH,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,audio_features,1xsYj84j7hUDDnTTerGWlH,spotify:track:1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH,267597,4,Aerosmith - Dream On,Rock,1
17,Aerosmith,Rag Doll,,2KCJYwlBWxdlwyIYckIf6V,0.579,0.954,4,-3.947,1,0.0558,0.583,0.0,0.139,0.583,93.448,audio_features,2KCJYwlBWxdlwyIYckIf6V,spotify:track:2KCJYwlBWxdlwyIYckIf6V,https://api.spotify.com/v1/tracks/2KCJYwlBWxdlwyIYckIf6V,https://api.spotify.com/v1/audio-analysis/2KCJYwlBWxdlwyIYckIf6V,265693,4,Aerosmith - Rag Doll,Rock,2
18,Aerosmith,Train Kept A Rollin' ,,6zb4VGZE20uKHc0mydFgR5,0.34,0.907,11,-7.065,0,0.0483,0.00367,0.00272,0.721,0.47,97.049,audio_features,6zb4VGZE20uKHc0mydFgR5,spotify:track:6zb4VGZE20uKHc0mydFgR5,https://api.spotify.com/v1/tracks/6zb4VGZE20uKHc0mydFgR5,https://api.spotify.com/v1/audio-analysis/6zb4VGZE20uKHc0mydFgR5,333663,4,Aerosmith - Train Kept A Rollin',Rock,3
19,AJR,Bang!,,4SQLQfcR0vhyIN4uPBlc0d,0.74,0.517,1,-6.233,0,0.0506,0.0183,0.0,0.0558,0.698,139.917,audio_features,4SQLQfcR0vhyIN4uPBlc0d,spotify:track:4SQLQfcR0vhyIN4uPBlc0d,https://api.spotify.com/v1/tracks/4SQLQfcR0vhyIN4uPBlc0d,https://api.spotify.com/v1/audio-analysis/4SQLQfcR0vhyIN4uPBlc0d,170858,4,,Pop,3
20,Alan Jackson,Blue Blooded Woman ,,7D8gA10pibmtMDpVf1rlic,0.599,0.715,4,-9.24,1,0.0306,0.124,0.00169,0.0855,0.947,164.42,audio_features,7D8gA10pibmtMDpVf1rlic,spotify:track:7D8gA10pibmtMDpVf1rlic,https://api.spotify.com/v1/tracks/7D8gA10pibmtMDpVf1rlic,https://api.spotify.com/v1/audio-analysis/7D8gA10pibmtMDpVf1rlic,134560,4,Alan Jackson (2) - Blue Blooded Woman,Country,2
21,Alan Jackson,Chasin' That Neon Rainbow ,,6QP8JgHuOi0itWXuZ6wdTM,0.726,0.565,7,-10.355,1,0.033,0.21,0.0,0.0941,0.849,149.004,audio_features,6QP8JgHuOi0itWXuZ6wdTM,spotify:track:6QP8JgHuOi0itWXuZ6wdTM,https://api.spotify.com/v1/tracks/6QP8JgHuOi0itWXuZ6wdTM,https://api.spotify.com/v1/audio-analysis/6QP8JgHuOi0itWXuZ6wdTM,185373,4,Alan Jackson (2) - Chasin' That Neon Rainbow,Country,2
22,Alan Jackson,Wanted ,,5oUjEriN3FJRtOy9pfHML5,0.636,0.298,5,-8.931,1,0.0268,0.612,4.31e-06,0.162,0.276,89.613,audio_features,5oUjEriN3FJRtOy9pfHML5,spotify:track:5oUjEriN3FJRtOy9pfHML5,https://api.spotify.com/v1/tracks/5oUjEriN3FJRtOy9pfHML5,https://api.spotify.com/v1/audio-analysis/5oUjEriN3FJRtOy9pfHML5,177320,3,Alan Jackson (2) - Wanted,Country,1
23,Alessia Cara,Scars To Your Beautiful,,0wI7QkCcs8FUQE1OkXUIqd,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,audio_features,0wI7QkCcs8FUQE1OkXUIqd,spotify:track:0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/tracks/0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/audio-analysis/0wI7QkCcs8FUQE1OkXUIqd,230240,4,Alessia Cara - Scars To Your Beautiful (Remixes),Electronic,2
24,Alessia Cara,Here,,5zUQZjVB6bfewBXWqsP9PY,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,audio_features,5zUQZjVB6bfewBXWqsP9PY,spotify:track:5zUQZjVB6bfewBXWqsP9PY,https://api.spotify.com/v1/tracks/5zUQZjVB6bfewBXWqsP9PY,https://api.spotify.com/v1/audio-analysis/5zUQZjVB6bfewBXWqsP9PY,199453,4,Alessia Cara - Here,Pop,2
25,Alicia Keys,Daffodils,,0NA4CSpUEWzFHCI6RzvbS1,0.274,0.283,1,-6.642,1,0.0289,0.978,1.52e-05,0.115,0.161,171.043,audio_features,0NA4CSpUEWzFHCI6RzvbS1,spotify:track:0NA4CSpUEWzFHCI6RzvbS1,https://api.spotify.com/v1/tracks/0NA4CSpUEWzFHCI6RzvbS1,https://api.spotify.com/v1/audio-analysis/0NA4CSpUEWzFHCI6RzvbS1,273187,3,Alicia Keys - Keys,Funk,1
26,Alicia Keys,Old Memories,,0Rq2JIejWvQ6ibgWBSTcpu,0.455,0.37,2,-8.485,1,0.0445,0.808,3.3e-06,0.386,0.178,179.815,audio_features,0Rq2JIejWvQ6ibgWBSTcpu,spotify:track:0Rq2JIejWvQ6ibgWBSTcpu,https://api.spotify.com/v1/tracks/0Rq2JIejWvQ6ibgWBSTcpu,https://api.spotify.com/v1/audio-analysis/0Rq2JIejWvQ6ibgWBSTcpu,179373,3,Alicia Keys - Keys,Funk,1
27,Aloe Blacc,The Man,,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11,-7.256,0,0.065,0.0331,0.0,0.214,0.488,81.853,audio_features,2stPxcgjdSImK7Gizl8ZUN,spotify:track:2stPxcgjdSImK7Gizl8ZUN,https://api.spotify.com/v1/tracks/2stPxcgjdSImK7Gizl8ZUN,https://api.spotify.com/v1/audio-analysis/2stPxcgjdSImK7Gizl8ZUN,254880,4,Aloe Blacc - The Man,Funk,3
28,American Authors,Best Day Of My Life,,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,audio_features,5Hroj5K7vLpIG4FNCRIjbP,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/audio-analysis/5Hroj5K7vLpIG4FNCRIjbP,194240,4,American Authors - Best Day Of My Life (Gazzo Remixes),Electronic,2
29,Amine,Caroline,,5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04,audio_features,5hTpBe8h35rJ67eAWHQsJx,spotify:track:5hTpBe8h35rJ67eAWHQsJx,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx,209640,4,Aminé - Caroline,Hip Hop,0
30,Andy Grammer,"Honey, I'm Good.",,4Tt6GiWS2V9sQjZjS2xjp2,0.754,0.802,9,-6.424,1,0.0551,0.0349,0.0,0.335,0.583,122.026,audio_features,4Tt6GiWS2V9sQjZjS2xjp2,spotify:track:4Tt6GiWS2V9sQjZjS2xjp2,https://api.spotify.com/v1/tracks/4Tt6GiWS2V9sQjZjS2xjp2,https://api.spotify.com/v1/audio-analysis/4Tt6GiWS2V9sQjZjS2xjp2,199263,4,,Pop,2
31,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),,6mH3qVIeOsnQIAho5eWwhH,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,audio_features,6mH3qVIeOsnQIAho5eWwhH,spotify:track:6mH3qVIeOsnQIAho5eWwhH,https://api.spotify.com/v1/tracks/6mH3qVIeOsnQIAho5eWwhH,https://api.spotify.com/v1/audio-analysis/6mH3qVIeOsnQIAho5eWwhH,128013,4,Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”),Pop,2
32,Aretha Franklin,Lean On Me,,7cutwws0kQZKVcpgfHXYzq,0.366,0.635,10,-6.384,1,0.0523,0.775,0.000226,0.163,0.275,130.151,audio_features,7cutwws0kQZKVcpgfHXYzq,spotify:track:7cutwws0kQZKVcpgfHXYzq,https://api.spotify.com/v1/tracks/7cutwws0kQZKVcpgfHXYzq,https://api.spotify.com/v1/audio-analysis/7cutwws0kQZKVcpgfHXYzq,277400,4,Aretha Franklin - Spanish Harlem,Funk,1
33,Ariana Grande,"Thank U, Next",,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4,"Ariana Grande - Thank U, Next (Remixes 1)",Electronic,2
34,Ariana Grande,7 Rings,,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627,4,Ariana Grande - 7 Rings,Hip Hop,0
35,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440,4,"Ariana Grande - Thank U, Next",Pop,3
36,Ariana Grande,Breathin,,4OafepJy2teCjYJbvFE60J,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,audio_features,4OafepJy2teCjYJbvFE60J,spotify:track:4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,198160,4,Ariana Grande - Breathin,Pop,2
37,Ariana Grande,Dangerous Woman,,6RUhbFEhrvGISaQ8u2j2JN,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,audio_features,6RUhbFEhrvGISaQ8u2j2JN,spotify:track:6RUhbFEhrvGISaQ8u2j2JN,https://api.spotify.com/v1/tracks/6RUhbFEhrvGISaQ8u2j2JN,https://api.spotify.com/v1/audio-analysis/6RUhbFEhrvGISaQ8u2j2JN,235947,3,Ariana Grande - Dangerous Woman,Pop,3
38,Ariana Grande,God Is A Woman,,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4,Ariana Grande - God Is A Woman,Pop,2
39,Ariana Grande,Into You,,63y6xWR4gXz7bnUGOk8iI6,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,audio_features,63y6xWR4gXz7bnUGOk8iI6,spotify:track:63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/tracks/63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/audio-analysis/63y6xWR4gXz7bnUGOk8iI6,244453,4,Ariana Grande - Into You,Pop,2
40,Ariana Grande,No Tears Left To Cry,,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,audio_features,2qT1uLXPVPzGgFOx4jtEuo,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,205920,4,Ariana Grande - No Tears Left To Cry Remixes,Pop,3
41,Ariana Grande,One Last Time,,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267,4,Ariana Grande - One Last Time,Pop,2
42,Ariana Grande,Positions,,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4,Ariana Grande - Positions,Pop,2
43,Ariana Grande,pov,,3UoULw70kMsiVXxW0L3A33,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,audio_features,3UoULw70kMsiVXxW0L3A33,spotify:track:3UoULw70kMsiVXxW0L3A33,https://api.spotify.com/v1/tracks/3UoULw70kMsiVXxW0L3A33,https://api.spotify.com/v1/audio-analysis/3UoULw70kMsiVXxW0L3A33,201882,4,Ariana Grande - Ariana Grande Vevo Performance,Pop,3
44,Arizona Zervas,Roxanne,,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5,Arizona Zervas & Swae Lee - Roxanne (Remix),Hip Hop,3
45,Ava Max,Kings & Queens,,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,spotify:track:7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,162399,4,Ava Max - Kings & Queens (The Remixes),Electronic,3
46,Ava Max,Sweet But Psycho,,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4,Ava Max - Sweet But Psycho (Remixes),Pop,2
47,Avicii,Hey Brother,,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,audio_features,4lhqb6JvbHId48OUJGwymk,spotify:track:4lhqb6JvbHId48OUJGwymk,https://api.spotify.com/v1/tracks/4lhqb6JvbHId48OUJGwymk,https://api.spotify.com/v1/audio-analysis/4lhqb6JvbHId48OUJGwymk,255093,4,Avicii - Hey Brother,Electronic,3
48,Avicii,Wake Me Up!,,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2,247427,4,Avicii - Wake Me Up,Electronic,2
49,AWOLNATION,Sail,,7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,audio_features,7ueP5u2qkdZbIPN2YA6LR0,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,259093,4,Awolnation - RE/Sail,Electronic,4
50,Ayo & Teo,Rolex,,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,audio_features,0pSBuHjILhNEo55xK1zrRt,spotify:track:0pSBuHjILhNEo55xK1zrRt,https://api.spotify.com/v1/tracks/0pSBuHjILhNEo55xK1zrRt,https://api.spotify.com/v1/audio-analysis/0pSBuHjILhNEo55xK1zrRt,238587,4,Ayo & Teo - Rolex,Electronic,2
51,Baauer,Harlem Shake,,01XFgRZfZI7oBagNf1Loml,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,audio_features,01XFgRZfZI7oBagNf1Loml,spotify:track:01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/tracks/01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/audio-analysis/01XFgRZfZI7oBagNf1Loml,196664,4,Baauer - Harlem Shake,Electronic,2
52,Backstreet Boys,Happy Days,,6iIpGyZlAitYnJHR7laegC,0.798,0.713,0,-5.747,0,0.0415,0.0249,0.0,0.191,0.914,119.892,audio_features,6iIpGyZlAitYnJHR7laegC,spotify:track:6iIpGyZlAitYnJHR7laegC,https://api.spotify.com/v1/tracks/6iIpGyZlAitYnJHR7laegC,https://api.spotify.com/v1/audio-analysis/6iIpGyZlAitYnJHR7laegC,199701,4,Backstreet Boys - A Very Backstreet Christmas,Pop,3
53,Bailey Zimmerman,Fall In Love,,0rCFRyEy4WXjRXNpO80Dzs,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,audio_features,0rCFRyEy4WXjRXNpO80Dzs,spotify:track:0rCFRyEy4WXjRXNpO80Dzs,https://api.spotify.com/v1/tracks/0rCFRyEy4WXjRXNpO80Dzs,https://api.spotify.com/v1/audio-analysis/0rCFRyEy4WXjRXNpO80Dzs,232059,4,Bailey Zimmerman - Fall In Love,Rock,2
54,Bailey Zimmerman,Religiously,,0bILU0UiNDmA5Ff6whhb2R,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,audio_features,0bILU0UiNDmA5Ff6whhb2R,spotify:track:0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/tracks/0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/audio-analysis/0bILU0UiNDmA5Ff6whhb2R,178723,4,Bailey Zimmerman - Religiously,Rock,2
55,Bailey Zimmerman,Rock And A Hard Place,,1TE8AAk9koG0UJco6ZAUfx,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,1TE8AAk9koG0UJco6ZAUfx,spotify:track:1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/tracks/1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/audio-analysis/1TE8AAk9koG0UJco6ZAUfx,207541,3,Bailey Zimmerman - Rock And A Hard Place,Rock,1
