,Artist,Track,Genre,Spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Album_Name,Genres,Cluster
495,Khalid,Talk,,6TqXcAFInzjp0bODyvrWEq,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573,4,Khalid (16) - Talk (Alle Farben Remix),Rock,2
496,Khalid,Young Dumb & Broke,,5Z3GHaZ6ec9bsiI5BenrbY,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4,Khalid (16) - Young Dumb & Broke,Rock,2
497,Kiiara,Gold,,6ZSO7kPn8IMJFymyticbJO,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,6ZSO7kPn8IMJFymyticbJO,spotify:track:6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,225882,5,Kiiara - Gold,Rock,0
498,Kodak Black,Super Gremlin,,4A8cWXxKfIL3lAyUDzXbCF,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,audio_features,4A8cWXxKfIL3lAyUDzXbCF,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,https://api.spotify.com/v1/tracks/4A8cWXxKfIL3lAyUDzXbCF,https://api.spotify.com/v1/audio-analysis/4A8cWXxKfIL3lAyUDzXbCF,200548,4,Kodak Black - Super Gremlin (David Guetta Trap House Mix),Rock,2
499,Kodak Black,Tunnel Vision,,4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4,Kodak Black - Tunnel Vision,Rock,0
500,KONGOS,Come With Me Now,,2kWowW0k4oFymhkr7LmvzO,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,audio_features,2kWowW0k4oFymhkr7LmvzO,spotify:track:2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/tracks/2kWowW0k4oFymhkr7LmvzO,https://api.spotify.com/v1/audio-analysis/2kWowW0k4oFymhkr7LmvzO,211960,4,Kongos - Come With Me Now,Rock,3
501,Lady Antebellum,Bartender,,6olKv2HP3XgBpvVxAswowe,0.631,0.937,11,-3.858,0,0.034,0.0198,7.38e-06,0.327,0.654,101.011,audio_features,6olKv2HP3XgBpvVxAswowe,spotify:track:6olKv2HP3XgBpvVxAswowe,https://api.spotify.com/v1/tracks/6olKv2HP3XgBpvVxAswowe,https://api.spotify.com/v1/audio-analysis/6olKv2HP3XgBpvVxAswowe,198267,4,Lady Antebellum - Bartender,Rock,3
502,Lady Antebellum,Downtown,,4kY7rYtE4OQkJNq22OIYRI,0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,audio_features,4kY7rYtE4OQkJNq22OIYRI,spotify:track:4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/tracks/4kY7rYtE4OQkJNq22OIYRI,https://api.spotify.com/v1/audio-analysis/4kY7rYtE4OQkJNq22OIYRI,195867,4,Lady Antebellum - Downtown,Rock,2
503,Lady Gaga,Again Again,,4A7EkKijzA4ryEoCRWJzdG,0.451,0.34,7,-7.466,1,0.031,0.763,2.49e-06,0.135,0.221,110.502,audio_features,4A7EkKijzA4ryEoCRWJzdG,spotify:track:4A7EkKijzA4ryEoCRWJzdG,https://api.spotify.com/v1/tracks/4A7EkKijzA4ryEoCRWJzdG,https://api.spotify.com/v1/audio-analysis/4A7EkKijzA4ryEoCRWJzdG,281067,4,Lady Gaga - I'll Never Love Again,Pop,1
504,Lady Gaga,Applause,,5ka2ajep9OAvU5Sgduhiex,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,audio_features,5ka2ajep9OAvU5Sgduhiex,spotify:track:5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/tracks/5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/audio-analysis/5ka2ajep9OAvU5Sgduhiex,212333,4,Lady Gaga - Applause,Pop,3
505,Lady Gaga,Beautiful Dirty Rich,,3qrQtMmkuV79LMGfsGDHRf,0.782,0.906,2,-5.229,1,0.152,0.017,0.0503,0.293,0.697,120.064,audio_features,3qrQtMmkuV79LMGfsGDHRf,spotify:track:3qrQtMmkuV79LMGfsGDHRf,https://api.spotify.com/v1/tracks/3qrQtMmkuV79LMGfsGDHRf,https://api.spotify.com/v1/audio-analysis/3qrQtMmkuV79LMGfsGDHRf,172413,4,"Lady Gaga - Beautiful, Dirty, Rich (Remixes)",Pop,2
506,Lady Gaga,Bloody Mary,,11BKm0j4eYoCPPpCONAVwA,0.591,0.637,9,-6.365,0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,audio_features,11BKm0j4eYoCPPpCONAVwA,spotify:track:11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/audio-analysis/11BKm0j4eYoCPPpCONAVwA,244760,4,Lady Gaga - Bloody Mary,Pop,3
507,Lady Gaga,Lovegame (Chew Fu Ghettohouse Fix),,2Sip5MlcvZYS3eZMsgCqja,0.734,0.78,9,-4.643,1,0.233,0.00116,0.00171,0.206,0.909,127.971,audio_features,2Sip5MlcvZYS3eZMsgCqja,spotify:track:2Sip5MlcvZYS3eZMsgCqja,https://api.spotify.com/v1/tracks/2Sip5MlcvZYS3eZMsgCqja,https://api.spotify.com/v1/audio-analysis/2Sip5MlcvZYS3eZMsgCqja,320413,3,Lady Gaga - Lovegame,Pop,0
508,Lady Gaga & Ariana Grande,Rain On Me,,7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,7ju97lgwC2rKQ6wwsf9no9,spotify:track:7ju97lgwC2rKQ6wwsf9no9,https://api.spotify.com/v1/tracks/7ju97lgwC2rKQ6wwsf9no9,https://api.spotify.com/v1/audio-analysis/7ju97lgwC2rKQ6wwsf9no9,182200,4,Lady Gaga Ft. Ariana Grande - Rain On Me,Pop,2
509,Lady Gaga & Bradley Cooper,Shallow,,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4,Bradley Cooper & Lady Gaga - Shallow (The Remixes),Pop,1
510,Lainey Wilson,Heart Like A Truck,,5DIBVDJOHh7djepAjKHWCO,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01e-05,0.158,0.392,139.974,audio_features,5DIBVDJOHh7djepAjKHWCO,spotify:track:5DIBVDJOHh7djepAjKHWCO,https://api.spotify.com/v1/tracks/5DIBVDJOHh7djepAjKHWCO,https://api.spotify.com/v1/audio-analysis/5DIBVDJOHh7djepAjKHWCO,199040,4,Lainey Wilson - Heart Like A Truck ,Pop,2
511,Lainey Wilson,Things A Man Oughta Know,,3S0sk6DSTgesXsUSAEHNr5,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,audio_features,3S0sk6DSTgesXsUSAEHNr5,spotify:track:3S0sk6DSTgesXsUSAEHNr5,https://api.spotify.com/v1/tracks/3S0sk6DSTgesXsUSAEHNr5,https://api.spotify.com/v1/audio-analysis/3S0sk6DSTgesXsUSAEHNr5,203373,4,Lainey Wilson - Redneck Hollywood,Pop,2
512,Lainey Wilson,Watermelon Moonshine,,3sYBFUXTv0STUoUINx9Qe8,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,audio_features,3sYBFUXTv0STUoUINx9Qe8,spotify:track:3sYBFUXTv0STUoUINx9Qe8,https://api.spotify.com/v1/tracks/3sYBFUXTv0STUoUINx9Qe8,https://api.spotify.com/v1/audio-analysis/3sYBFUXTv0STUoUINx9Qe8,208853,4,Lainey Wilson - Bell Bottom Country ,Pop,2
513,Lana Del Rey,Summertime Sadness,,1Ist6PR2BZR3n2z2Y5R6S1,0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,audio_features,1Ist6PR2BZR3n2z2Y5R6S1,spotify:track:1Ist6PR2BZR3n2z2Y5R6S1,https://api.spotify.com/v1/tracks/1Ist6PR2BZR3n2z2Y5R6S1,https://api.spotify.com/v1/audio-analysis/1Ist6PR2BZR3n2z2Y5R6S1,264773,4,Lana Del Rey - Summertime Sadness,Hip Hop,3
514,Latto,Big Energy,,6Zu3aw7FfjAF9WA0fA81Oq,0.935,0.807,11,-3.838,0,0.114,0.0514,0.0,0.349,0.813,106.017,audio_features,6Zu3aw7FfjAF9WA0fA81Oq,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq,https://api.spotify.com/v1/tracks/6Zu3aw7FfjAF9WA0fA81Oq,https://api.spotify.com/v1/audio-analysis/6Zu3aw7FfjAF9WA0fA81Oq,173182,4,Latto - Big Energy (Remix),Hip Hop,3
515,Lauren Daigle,You Say,,6Up545NUflOiXo8cEraH49,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,audio_features,6Up545NUflOiXo8cEraH49,spotify:track:6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/audio-analysis/6Up545NUflOiXo8cEraH49,274693,4,Lauren Daigle - You Say (Piano/Vocal),Pop,1
516,Lauren Spencer Smith,Fingers Crossed,,4wH7ZoqgETaACS9BlUkvuY,0.607,0.47,5,-7.167,1,0.0559,0.589,0.0,0.31,0.445,109.696,audio_features,4wH7ZoqgETaACS9BlUkvuY,spotify:track:4wH7ZoqgETaACS9BlUkvuY,https://api.spotify.com/v1/tracks/4wH7ZoqgETaACS9BlUkvuY,https://api.spotify.com/v1/audio-analysis/4wH7ZoqgETaACS9BlUkvuY,175345,4,Lauren Spencer-Smith - Fingers Crossed,Pop,1
517,Lauv,I Like Me Better,,0EcQcdcbQeVJn9fknj44Be,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,audio_features,0EcQcdcbQeVJn9fknj44Be,spotify:track:0EcQcdcbQeVJn9fknj44Be,https://api.spotify.com/v1/tracks/0EcQcdcbQeVJn9fknj44Be,https://api.spotify.com/v1/audio-analysis/0EcQcdcbQeVJn9fknj44Be,197437,4,Lauv - I Like Me Better,Pop,0
518,Led Zeppelin,Led Zeppelin,,35zIyl9gtIbKMOSXdQhsiR,0.515,0.754,2,-3.447,1,0.0292,0.157,0.00199,0.229,0.41,80.058,audio_features,35zIyl9gtIbKMOSXdQhsiR,spotify:track:35zIyl9gtIbKMOSXdQhsiR,https://api.spotify.com/v1/tracks/35zIyl9gtIbKMOSXdQhsiR,https://api.spotify.com/v1/audio-analysis/35zIyl9gtIbKMOSXdQhsiR,526440,3,Led Zeppelin - On The Record,Rock,2
519,Led Zeppelin,The Rain Song,,3JLrri1xSCui3bzITDJbkk,0.336,0.318,0,-11.412,1,0.0263,0.317,0.0716,0.111,0.24,79.66,audio_features,3JLrri1xSCui3bzITDJbkk,spotify:track:3JLrri1xSCui3bzITDJbkk,https://api.spotify.com/v1/tracks/3JLrri1xSCui3bzITDJbkk,https://api.spotify.com/v1/audio-analysis/3JLrri1xSCui3bzITDJbkk,459094,4,Led Zeppelin = レッド・ツェッペリン* - Houses Of The Holy = 聖なる館,Rock,1
520,Led Zeppelin,The Song Remains The Same,,2e61kmae4HhbuS9hYONQ0A,0.255,0.815,7,-8.197,1,0.0545,0.0747,0.471,0.227,0.699,144.549,audio_features,2e61kmae4HhbuS9hYONQ0A,spotify:track:2e61kmae4HhbuS9hYONQ0A,https://api.spotify.com/v1/tracks/2e61kmae4HhbuS9hYONQ0A,https://api.spotify.com/v1/audio-analysis/2e61kmae4HhbuS9hYONQ0A,329094,4,Led Zeppelin - The Song Remains The Same,Rock,4
521,Lee Brice,I Don't Dance,,5aj0xPGiEUN3aI2oOYu14S,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,audio_features,5aj0xPGiEUN3aI2oOYu14S,spotify:track:5aj0xPGiEUN3aI2oOYu14S,https://api.spotify.com/v1/tracks/5aj0xPGiEUN3aI2oOYu14S,https://api.spotify.com/v1/audio-analysis/5aj0xPGiEUN3aI2oOYu14S,221173,4,,Rock,1
522,Lee Brice,One Of Them Girls,,6uyiyatWPCqC59Mm4rO8xL,0.643,0.79,4,-6.079,1,0.0461,0.29,0.0,0.107,0.808,95.981,audio_features,6uyiyatWPCqC59Mm4rO8xL,spotify:track:6uyiyatWPCqC59Mm4rO8xL,https://api.spotify.com/v1/tracks/6uyiyatWPCqC59Mm4rO8xL,https://api.spotify.com/v1/audio-analysis/6uyiyatWPCqC59Mm4rO8xL,188893,4,Lee Brice - One Of Them Girls,Rock,2
523,Lee Brice,Rumor,,56eGOeSsqdg3FLxdo83TwV,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,audio_features,56eGOeSsqdg3FLxdo83TwV,spotify:track:56eGOeSsqdg3FLxdo83TwV,https://api.spotify.com/v1/tracks/56eGOeSsqdg3FLxdo83TwV,https://api.spotify.com/v1/audio-analysis/56eGOeSsqdg3FLxdo83TwV,198440,4,Lee Brice - Rumor (Remixes),Rock,1
524,Lewis Capaldi,Before You Go,,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,2gMXnyrvIjhVBUZwvLZDMP,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP,215107,4,Lewis Capaldi - Before You Go,Pop,1
525,Lewis Capaldi,Someone You Loved,,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4,Lewis Capaldi - Someone You Loved,Pop,1
526,Lil Baby,Close Friends,,5nzhL67GpF9szXWg5y509A,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,audio_features,5nzhL67GpF9szXWg5y509A,spotify:track:5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,203881,4,"Lil Baby, Gunna - Drip Harder",Hip Hop,0
527,Lil Baby,Emotionally Scarred,,7ge7BHazYbVKi8qyZUX1Bm,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,audio_features,7ge7BHazYbVKi8qyZUX1Bm,spotify:track:7ge7BHazYbVKi8qyZUX1Bm,https://api.spotify.com/v1/tracks/7ge7BHazYbVKi8qyZUX1Bm,https://api.spotify.com/v1/audio-analysis/7ge7BHazYbVKi8qyZUX1Bm,197530,4,Lil Baby - My Turn,Hip Hop,3
528,Lil Baby,In A Minute,,3ihIZrJreMJPjQdNLrEXnP,0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,audio_features,3ihIZrJreMJPjQdNLrEXnP,spotify:track:3ihIZrJreMJPjQdNLrEXnP,https://api.spotify.com/v1/tracks/3ihIZrJreMJPjQdNLrEXnP,https://api.spotify.com/v1/audio-analysis/3ihIZrJreMJPjQdNLrEXnP,200471,4,Lil Baby - In A Minute,Hip Hop,0
529,Lil Baby,On Me,,4Iedi94TIaB2GGb1nMB68v,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,audio_features,4Iedi94TIaB2GGb1nMB68v,spotify:track:4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/audio-analysis/4Iedi94TIaB2GGb1nMB68v,135960,4,Lil Baby - On Me,Hip Hop,0
530,Lil Baby,Sum 2 Prove,,5f4Hy5mw5SRaUgXX9c6P5S,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,audio_features,5f4Hy5mw5SRaUgXX9c6P5S,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/tracks/5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/audio-analysis/5f4Hy5mw5SRaUgXX9c6P5S,205760,4,Lil Baby - Sum 2 Prove,Hip Hop,0
531,Lil Baby,The Bigger Picture,,44gRhRi2OhEf7moAUj6MD1,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,audio_features,44gRhRi2OhEf7moAUj6MD1,spotify:track:44gRhRi2OhEf7moAUj6MD1,https://api.spotify.com/v1/tracks/44gRhRi2OhEf7moAUj6MD1,https://api.spotify.com/v1/audio-analysis/44gRhRi2OhEf7moAUj6MD1,252729,3,Lil Baby - The Bigger Picture,Hip Hop,0
532,Lil Baby,Woah,,02RCbjb9czvQKNGBmEmWob,0.883,0.599,11,-5.551,1,0.248,0.0177,0.0,0.179,0.413,142.976,audio_features,02RCbjb9czvQKNGBmEmWob,spotify:track:02RCbjb9czvQKNGBmEmWob,https://api.spotify.com/v1/tracks/02RCbjb9czvQKNGBmEmWob,https://api.spotify.com/v1/audio-analysis/02RCbjb9czvQKNGBmEmWob,183011,4,Lil Baby - Woah,Hip Hop,0
533,Lil Baby & 42 Dugg,We Paid,,5VzYwfpY9MWtmqNZ1YpoWN,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,audio_features,5VzYwfpY9MWtmqNZ1YpoWN,spotify:track:5VzYwfpY9MWtmqNZ1YpoWN,https://api.spotify.com/v1/tracks/5VzYwfpY9MWtmqNZ1YpoWN,https://api.spotify.com/v1/audio-analysis/5VzYwfpY9MWtmqNZ1YpoWN,181929,4,,Hip Hop,0
534,Lil Baby & Gunna,Drip Too Hard,,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4,Lil Baby & Gunna - Drip Too Hard,Hip Hop,0
535,Lil Mosey,Blueberry Faygo,,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,22LAwLoDA5b4AaGSkg6bKW,spotify:track:22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW,https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW,162547,4,Lil Mosey - Blueberry Faygo,Hip Hop,2
536,Lil Nas X,Montero (Call Me By Your Name),,1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,audio_features,1SC5rEoYDGUK4NfG82494W,spotify:track:1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704,4,Lil Nas X - MONTERO (Call Me By Your Name),Hip Hop,3
537,Lil Nas X,Panini,,1000nHvUdawXuUHgBod4Wv,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,audio_features,1000nHvUdawXuUHgBod4Wv,spotify:track:1000nHvUdawXuUHgBod4Wv,https://api.spotify.com/v1/tracks/1000nHvUdawXuUHgBod4Wv,https://api.spotify.com/v1/audio-analysis/1000nHvUdawXuUHgBod4Wv,114893,4,Lil Nas X - Panini,Hip Hop,3
538,Lil Nas X,Thats What I Want,,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,Lil Nas X - Industry Baby,Hip Hop,3
539,Lil Pump,Gucci Gang,,43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,audio_features,43ZyHQITOjhciSUUNPVRHc,spotify:track:43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/tracks/43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/audio-analysis/43ZyHQITOjhciSUUNPVRHc,124056,4,Lil Pump - Gucci Gang,Hip Hop,2
540,Lil Uzi Vert,Just Wanna Rock,,4FyesJzVpA39hbYvcseO2d,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,audio_features,4FyesJzVpA39hbYvcseO2d,spotify:track:4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/tracks/4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/audio-analysis/4FyesJzVpA39hbYvcseO2d,123891,4,Lil Uzi Vert - Just Wanna Rock,Hip Hop,2
541,Lil Uzi Vert,XO TOUR Llif3,,7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4,Lil Uzi Vert - XO TOUR Llif3,Hip Hop,0
542,Lil Wayne,Break Me Off,,7AE1NfkjijF9EKjtFudEYj,0.839,0.689,5,-6.561,0,0.206,0.0955,0.0,0.106,0.756,94.027,audio_features,7AE1NfkjijF9EKjtFudEYj,spotify:track:7AE1NfkjijF9EKjtFudEYj,https://api.spotify.com/v1/tracks/7AE1NfkjijF9EKjtFudEYj,https://api.spotify.com/v1/audio-analysis/7AE1NfkjijF9EKjtFudEYj,265427,4,Lil Wayne - Lights Out,Hip Hop,3
543,Lil Wayne,High Beamin',,0j5dqxuKqQOWe0a3xW7BVY,0.809,0.89,4,-7.118,0,0.264,0.105,0.0,0.0753,0.79,94.978,audio_features,0j5dqxuKqQOWe0a3xW7BVY,spotify:track:0j5dqxuKqQOWe0a3xW7BVY,https://api.spotify.com/v1/tracks/0j5dqxuKqQOWe0a3xW7BVY,https://api.spotify.com/v1/audio-analysis/0j5dqxuKqQOWe0a3xW7BVY,249507,4,Lil Wayne - Tha Block Is Hot,Hip Hop,0
544,Lil Wayne,"Hoes, Hoes, Hoes",,6EQxuF78fy2hy1sIW2SDiQ,0.773,0.781,1,-2.763,0,0.284,0.436,0.0,0.0705,0.813,88.02,audio_features,6EQxuF78fy2hy1sIW2SDiQ,spotify:track:6EQxuF78fy2hy1sIW2SDiQ,https://api.spotify.com/v1/tracks/6EQxuF78fy2hy1sIW2SDiQ,https://api.spotify.com/v1/audio-analysis/6EQxuF78fy2hy1sIW2SDiQ,272147,4,Lil Wayne And The Sqad* - SQ1,Hip Hop,0
545,Lil Wayne,Kisha,,24SxcZVgyzTkpJuV9m9gEr,0.505,0.879,5,-6.352,1,0.264,0.479,0.0,0.199,0.68,170.241,audio_features,24SxcZVgyzTkpJuV9m9gEr,spotify:track:24SxcZVgyzTkpJuV9m9gEr,https://api.spotify.com/v1/tracks/24SxcZVgyzTkpJuV9m9gEr,https://api.spotify.com/v1/audio-analysis/24SxcZVgyzTkpJuV9m9gEr,257627,4,Lil Wayne - Tha Block Is Hot,Hip Hop,0
546,Lil Wayne,Lil One,,58ObdGmSKR1dEEYdGrW9Aj,0.537,0.551,10,-9.754,0,0.368,0.129,0.0,0.101,0.64,81.539,audio_features,58ObdGmSKR1dEEYdGrW9Aj,spotify:track:58ObdGmSKR1dEEYdGrW9Aj,https://api.spotify.com/v1/tracks/58ObdGmSKR1dEEYdGrW9Aj,https://api.spotify.com/v1/audio-analysis/58ObdGmSKR1dEEYdGrW9Aj,191840,4,Lil Wayne - Sorry 4 The Wait,Hip Hop,0
547,Lil Wayne,Loud Pipes,,2W2dHy8pGPqoVzgov6RKek,0.739,0.828,10,-5.079,0,0.219,0.211,0.0,0.0954,0.745,168.091,audio_features,2W2dHy8pGPqoVzgov6RKek,spotify:track:2W2dHy8pGPqoVzgov6RKek,https://api.spotify.com/v1/tracks/2W2dHy8pGPqoVzgov6RKek,https://api.spotify.com/v1/audio-analysis/2W2dHy8pGPqoVzgov6RKek,314440,4,Lil Wayne - Tha Block Is Hot,Hip Hop,3
548,Lil Wayne,Skit,,74zyuqfgDNWofUQpyqXUqm,0.679,0.182,6,-17.811,1,0.954,0.964,0.0,0.152,0.785,143.836,audio_features,74zyuqfgDNWofUQpyqXUqm,spotify:track:74zyuqfgDNWofUQpyqXUqm,https://api.spotify.com/v1/tracks/74zyuqfgDNWofUQpyqXUqm,https://api.spotify.com/v1/audio-analysis/74zyuqfgDNWofUQpyqXUqm,38680,5,Lil Wayne - No Ceilings,Hip Hop,0
549,Lil Wayne,Tha Block Is Hot,,6wCbHb0QEEdka3ymfImn4l,0.708,0.941,7,-5.132,1,0.119,0.196,0.00283,0.0402,0.934,174.041,audio_features,6wCbHb0QEEdka3ymfImn4l,spotify:track:6wCbHb0QEEdka3ymfImn4l,https://api.spotify.com/v1/tracks/6wCbHb0QEEdka3ymfImn4l,https://api.spotify.com/v1/audio-analysis/6wCbHb0QEEdka3ymfImn4l,252733,4,Lil Wayne - Tha Block Is Hot,Hip Hop,2
